qid,b1,b2,b3,b4,b5h,b9h
5a73a0c755429978a71e9050,0.000000,0.893750,0.862500,0.831250,0.800000,0.893750
5a73bbea55429908901be324,0.000000,0.000000,0.000000,0.680766,0.000000,0.215333
5a73c1b755429908901be32d,0.364756,0.481320,0.462375,0.000000,0.390194,0.477105
5a73c7b155429905862fe0bc,0.355921,0.000000,0.456788,0.414118,0.000000,0.194678
5a73d28855429905862fe0d3,0.393260,0.413750,0.454167,0.422917,0.395000,0.270000
5a73d34b5542992d56e7e3aa,0.000000,0.968750,0.000000,0.831250,0.000000,0.000000
5a73d48655429905862fe0db,0.000000,0.000000,0.459103,0.000000,0.431387,0.274055
5a73d5115542992d56e7e3b6,0.391434,0.490655,0.937500,0.335718,0.968750,0.379449
5a73d98c55429978a71e90a8,0.265595,0.412285,0.000000,0.000000,0.224235,0.000000
5a73db37554299623ed4ac7a,0.282964,0.000000,0.000000,0.000000,0.000000,0.429250
5a73e2a755429905862fe0f0,0.000000,0.968750,0.340921,0.906250,0.906250,0.968750
5a73eba05542993a88ae2e97,0.000000,0.405317,0.000000,0.000000,0.383964,0.259004
5a73f3e35542993a88ae2eb5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a73f4425542993a88ae2eb8,0.000000,0.506319,0.463143,0.449240,0.308744,0.455455
5a73f59e5542993a88ae2ec1,0.000000,0.441275,0.000000,0.428270,0.525311,0.522615
5a7403975542993a88ae2eeb,0.000000,0.574397,0.645840,0.511897,0.480647,0.355647
5a7415455542993a88ae2eff,0.000000,0.000000,0.000000,0.442414,0.427774,0.000000
5a744afe55429979e28828d2,0.000000,0.497380,0.460365,0.685735,0.502529,0.654485
5a744e6055429979e28828e1,0.484416,0.528166,0.396916,0.373781,0.434416,0.000000
5a74572755429929fddd83f5,0.000000,0.000000,0.397874,0.000000,0.000000,0.522500
5a745c7c55429929fddd83fb,0.000000,0.728750,0.504560,0.666250,0.635000,0.541250
5a745f3f55429979e288292a,0.000000,0.000000,0.937500,0.000000,0.875000,0.000000
5a7462c955429979e2882933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a74657555429979e288293c,0.000000,0.968750,0.937500,0.906250,0.937500,0.750000
5a74677f55429929fddd840e,0.330081,0.968750,0.494834,0.530585,0.459481,0.195682
5a746dbb55429929fddd8422,0.000000,0.000000,0.000000,0.499776,0.000000,0.000000
5a74811155429979e2882968,0.000000,0.000000,0.000000,0.478821,0.515473,0.510071
5a74824855429979e288296c,0.000000,0.000000,0.533483,0.513647,0.914423,0.968750
5a7486ae55429979e2882975,0.000000,0.968750,0.000000,0.454750,0.431423,0.301360
5a74a66f55429979e28829e0,0.430777,0.461342,0.000000,0.000000,0.000000,0.000000
5a74a85c55429916b01641a7,0.000000,0.893750,0.000000,0.893750,0.893750,0.750000
5a74aab455429916b01641b6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a74ab0d55429929fddd849f,0.361900,0.505936,0.454444,0.436981,0.404279,0.473760
5a74adca55429974ef308c30,0.000000,0.000000,0.000000,0.000000,0.000000,0.453463
5a74b2765542996c70cfadb3,0.000000,0.486045,0.294265,0.000000,0.000000,0.271246
5a74b84955429929fddd84d1,0.408933,0.000000,0.483566,0.479172,0.429692,0.288881
5a74bd7555429974ef308c51,0.421053,0.548690,0.442440,0.427597,0.469881,0.477500
5a74bf4355429929fddd84e8,0.421053,0.000000,0.937500,0.906250,0.775000,0.937500
5a74c2085542996c70cfadd9,0.000000,0.000000,0.000000,0.000000,0.390217,0.000000
5a74d4355542993748c896fe,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a74d48255429916b0164222,0.000000,0.000000,0.000000,0.511970,0.541103,0.378422
5a74ec5d55429929fddd8504,0.000000,0.968750,0.937500,0.893750,0.906250,0.968750
5a74efdb5542996c70cfae45,0.000000,0.000000,0.000000,0.000000,0.000000,0.462333
5a74f18c5542993748c89742,0.000000,0.533384,0.475952,0.906250,0.439634,0.519947
5a74f3fe55429974ef308caf,0.000000,0.497270,0.000000,0.451176,0.403974,0.499593
5a74f5655542993748c89752,0.000000,0.000000,0.000000,0.000000,0.326547,0.189496
5a74fc195542993748c89778,0.000000,0.444084,0.512834,0.384916,0.464237,0.232322
5a7501ff5542993748c89794,0.268135,0.378502,0.458370,0.415619,0.304295,0.263581
5a7503695542993748c89799,0.000000,0.893750,0.000000,0.831250,0.893750,0.893750
5a75265a5542996c70cfae9d,0.000000,0.000000,0.500000,0.000000,0.000000,0.293653
5a7527a855429916b0164278,0.000000,0.893750,0.862500,0.622923,0.622923,0.654173
5a7529c955429929fddd8510,0.000000,0.449716,0.937500,0.806250,0.875000,0.675000
5a7536795542993748c897f4,0.750000,0.793750,0.862500,0.906250,0.800000,0.217182
5a7539c255429916b016429f,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a753bd85542996c70cfaebd,0.281556,0.509737,0.507955,0.427483,0.406346,0.414205
5a753f585542996c70cfaec5,0.000000,0.000000,0.000000,0.000000,0.000000,0.299566
5a75464455429916b01642d5,0.000000,0.485151,0.570833,0.453010,0.427695,0.407655
5a754c345542993748c89821,0.000000,0.000000,0.477016,0.448981,0.417731,0.000000
5a7552745542993748c8982a,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a7555e85542996c70cfaee2,0.000000,0.423426,0.403716,0.450986,0.241509,0.290589
5a7576955542992db947366f,0.000000,0.481635,0.475385,0.418567,0.000000,0.469135
5a7581a05542992d0ec05fac,0.000000,0.000000,0.000000,0.000000,0.875000,0.750000
5a75a0c95542992d0ec05fca,0.000000,0.505739,0.312363,0.476658,0.462291,0.424545
5a75a5275542992db9473693,0.000000,0.968750,0.000000,0.806250,0.775000,0.750000
5a75ae935542992db94736a1,0.000000,0.000000,0.378121,0.465197,0.433947,0.000000
5a75b7305542992d0ec05fea,0.000000,0.000000,0.937500,0.471677,0.875000,0.298689
5a75d6535542992db94736e3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a75da855542992db94736fb,0.378220,0.314701,0.351319,0.358427,0.000000,0.177710
5a75db5c5542992db94736ff,0.000000,0.517298,0.382150,0.487835,0.655215,0.655215
5a75dc2255429976ec32bc41,0.000000,0.893750,0.000000,0.000000,0.875000,0.229427
5a75ddd05542992db9473706,0.000000,0.520414,0.711777,0.512284,0.533302,0.301664
5a75e22755429976ec32bc6f,0.000000,0.412568,0.862500,0.831250,0.000000,0.750000
5a75e3ca55429976ec32bc79,0.000000,0.533761,0.489090,0.460893,0.444429,0.323684
5a75e6ee554299109176e5c1,0.000000,0.337264,0.862500,0.906250,0.251197,0.358727
5a75f52555429976ec32bcbe,0.000000,0.000000,0.639022,0.422763,0.400939,0.483136
5a75fd5d5542994ccc918675,0.000000,0.744518,0.373905,0.518948,0.524675,0.475715
5a75fe475542994ccc918676,0.000000,0.000000,0.494130,0.489590,0.000000,0.430000
5a7602855542994ccc918682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a76059155429976ec32bce6,0.397763,0.396008,0.366636,0.331317,0.411080,0.171522
5a760b295542992db947371b,0.000000,0.443750,0.000000,0.000000,0.440714,0.338899
5a7615745542994ccc9186c4,0.000000,0.406606,0.550094,0.522480,0.411093,0.384460
5a7617d055429976ec32bd06,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a761cb855429976ec32bd11,0.000000,0.498781,0.862500,0.906250,0.000000,0.750000
5a7621a655429976ec32bd2c,0.850000,0.533030,0.937500,0.937500,0.968750,0.633030
5a762270554299109176e651,0.000000,0.875000,0.937500,0.459362,0.893750,0.893750
5a7625a3554299109176e667,0.510483,0.968750,0.504933,0.374596,0.906250,0.000000
5a763374554299109176e6b5,0.000000,0.859926,0.928676,0.422522,0.866176,0.897426
5a76363c55429976ec32bd75,0.000000,0.411596,0.415476,0.250642,0.400492,0.198949
5a7636f055429976ec32bd78,0.289462,0.410925,0.514706,0.459682,0.452206,0.310840
5a763795554299109176e6b9,0.000000,0.968750,0.968750,0.430793,0.875000,0.968750
5a763ee6554299109176e6db,0.000000,0.408367,0.000000,0.000000,0.000000,0.160386
5a7641795542994ccc918743,0.000000,0.000000,0.000000,0.537019,0.324380,0.288399
5a76455f5542992d0ec06081,0.000000,0.968750,0.937500,0.000000,0.875000,0.650000
5a764af855429976ec32bd87,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a7653b95542992d0ec060ab,0.000000,0.000000,0.473140,0.568882,0.462632,0.282804
5a7655975542992db947376d,0.000000,0.968750,0.509241,0.476853,0.684559,0.906250
5a765b8155429976ec32bd9f,0.000000,0.968750,0.000000,0.906250,0.937500,0.650000
5a76b355554299373536016c,0.000000,0.385416,0.465809,0.330759,0.303942,0.000000
5a76cbfe55429972597f13d3,0.000000,0.000000,0.537643,0.537643,0.517477,0.491108
5a76cd005542994aec3b717d,0.362229,0.500066,0.461952,0.427052,0.404449,0.291346
5a76db9355429972597f13e8,0.000000,0.968750,0.000000,0.355818,0.906250,0.906250
5a76e62d5542994aec3b7198,0.272904,0.407116,0.394629,0.363379,0.645662,0.394629
5a76f65e55429937353601ab,0.000000,0.000000,0.000000,0.439558,0.968750,0.750000
5a76ff3b5542994aec3b71b4,0.393006,0.441848,0.478849,0.259620,0.236732,0.222578
5a7702ce5542993569682c9e,0.280989,0.428941,0.862500,0.377404,0.473295,0.575000
5a7708d25542993569682ca7,0.000000,0.968750,0.968750,0.906250,0.490492,0.626667
5a77263255429972597f144b,0.455445,0.465271,0.937500,0.906250,0.476149,0.449329
5a7728a655429937353601f8,0.000000,0.000000,0.000000,0.455774,0.000000,0.287578
5a772b4b5542994aec3b7204,0.398340,0.425651,0.837500,0.501481,0.800000,0.306901
5a772ca155429972597f1462,0.000000,0.000000,0.937500,0.917500,0.968750,0.886250
5a772f47554299373536020d,0.267416,0.000000,0.383858,0.349418,0.409917,0.087437
5a77324355429972597f1497,0.000000,0.968750,0.968750,0.458773,0.875000,0.485410
5a7737005542994aec3b722c,0.000000,0.338703,0.424040,0.492790,0.304089,0.937500
5a7737985542994aec3b722e,0.000000,0.968750,0.937500,0.906250,0.937500,0.875000
5a773bab55429966f1a36cb6,0.259664,0.403938,0.266379,0.338363,0.000000,0.190013
5a773bde55429972597f14b4,0.337962,0.000000,0.334633,0.418795,0.240455,0.775000
5a773e195542994aec3b7242,0.000000,0.968750,0.615840,0.342635,0.968750,0.937500
5a773e1d55429972597f14c7,0.000000,0.000000,0.937500,0.906250,0.875000,0.781250
5a773eb355429966f1a36cca,0.000000,0.000000,0.000000,0.333041,0.303582,0.000000
5a773f3855429972597f14d0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a7741e25542994aec3b7252,0.000000,0.413735,0.515426,0.438662,0.459803,0.720054
5a77475c5542994aec3b7264,0.000000,0.000000,0.937500,0.906250,0.000000,0.000000
5a774ae655429966f1a36ce0,0.371615,0.494588,0.383657,0.437950,0.518101,0.436867
5a7755e05542993735360237,0.275035,0.323999,0.424708,0.259826,0.333803,0.104804
5a775a055542993569682d61,0.000000,0.000000,0.000000,0.000000,0.000000,0.191342
5a77603a5542994aec3b72bd,0.269468,0.495575,0.460427,0.432242,0.514813,0.493909
5a7768b75542993569682d86,0.000000,0.968750,0.968750,0.641250,0.968750,0.968750
5a7769175542993569682d89,0.000000,0.893750,0.000000,0.254727,0.000000,0.291227
5a776b3d554299373536026d,0.000000,0.968750,0.937500,0.906250,0.875000,0.390714
5a776bf055429972597f1527,0.850000,0.000000,0.462482,0.431744,0.463837,0.490683
5a776c495542993569682da0,0.000000,0.000000,0.000000,0.376053,0.619375,0.000000
5a776c4e5542993735360272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a777057554299373536027e,0.301170,0.485528,0.397818,0.364846,0.328658,0.201872
5a77725955429972597f153f,0.000000,0.643750,0.495025,0.862500,0.413565,0.662467
5a77732555429967ab105182,0.000000,0.000000,0.000000,0.479179,0.875000,0.906250
5a77738d5542997042120a4f,0.000000,0.893750,0.288969,0.273948,0.336707,0.289461
5a77750455429967ab10518e,0.750000,0.856250,0.925000,0.893750,0.862500,0.925000
5a7775ba5542997042120a5c,0.000000,0.000000,0.358788,0.463167,0.875000,0.750000
5a7776425542997042120a62,0.000000,0.000000,0.528917,0.000000,0.368225,0.462186
5a7779bc55429949eeb29e55,0.000000,0.893750,0.937500,0.312731,0.775000,0.750000
5a77817355429967ab1051e2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a77818b55429949eeb29ea7,0.389036,0.357161,0.465570,0.356488,0.430791,0.493833
5a7784e255429949eeb29ebd,0.000000,0.425032,0.493782,0.000000,0.431282,0.305922
5a7785025542995d8318118a,0.000000,0.968750,0.937500,0.968750,0.906250,0.580481
5a77893b5542995d831811a3,0.000000,0.391598,0.560720,0.806250,0.449208,0.252942
5a778b905542992a6e59ded3,0.000000,0.893750,0.937500,0.382010,0.487792,0.518750
5a778bc55542995d831811b6,0.000000,0.357816,0.862500,0.441745,0.423021,0.862500
5a778beb5542995d831811b8,0.000000,0.968750,0.837500,0.906250,0.875000,0.937500
5a778ef055429967ab1051fd,0.000000,0.968750,0.937500,0.906250,0.775000,0.851923
5a778fc155429967ab1051fe,0.000000,0.000000,0.000000,0.000000,0.875000,0.750000
5a778fc85542992a6e59def3,0.387097,0.893750,0.937500,0.831250,0.875000,0.750000
5a7793555542992a6e59df05,0.000000,0.000000,0.486878,0.455628,0.439719,0.297929
5a7794115542995d831811f1,0.373448,0.496506,0.473196,0.428549,0.875000,0.470479
5a7794755542992a6e59df09,0.000000,0.000000,0.937500,0.000000,0.775000,0.000000
5a7795c15542995d831811fd,0.000000,0.491398,0.000000,0.469774,0.438962,0.501024
5a77963855429949eeb29f07,0.298555,0.517931,0.474171,0.000000,0.000000,0.110331
5a7796735542995d83181200,0.000000,0.968750,0.481005,0.000000,0.287420,0.380288
5a779dc75542992a6e59df2b,0.398015,0.968750,0.968750,0.906250,0.968750,0.516296
5a77a1d255429949eeb29f14,0.000000,0.527824,0.496574,0.577500,0.465690,0.843750
5a77a72a5542995d83181247,0.294160,0.542948,0.520357,0.000000,0.457857,0.310760
5a77a76f5542995d8318124a,0.000000,0.733027,0.497108,0.534005,0.875000,0.886250
5a77aebc5542992a6e59df81,0.000000,0.529023,0.497773,0.363479,0.530510,0.472112
5a77afaf5542997042120ade,0.000000,0.868750,0.450548,0.906250,0.000000,0.000000
5a77b1a455429967ab105236,0.000000,0.000000,0.000000,0.000000,0.286901,0.000000
5a77b20155429967ab105237,0.000000,0.000000,0.460076,0.463308,0.000000,0.000000
5a77b97155429967ab105246,0.411612,0.714590,0.683340,0.652090,0.620840,0.558340
5a77bb235542995d83181287,0.000000,0.000000,0.937500,0.906250,0.937500,0.750000
5a77bd2f55429967ab105258,0.000000,0.000000,0.000000,0.000000,0.307713,0.000000
5a77be105542992a6e59dfab,0.000000,0.968750,0.475736,0.906250,0.875000,0.968750
5a77c0205542997042120b16,0.000000,0.893750,0.937500,0.906250,0.875000,0.750000
5a77c37655429967ab10526e,0.000000,0.553971,0.495166,0.000000,0.464307,0.000000
5a77c4815542995d831812b6,0.000000,0.968750,0.000000,0.000000,0.875000,0.000000
5a77c57355429967ab10527e,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a77c7d95542997042120b33,0.000000,0.504702,0.453581,0.323401,0.000000,0.342672
5a77c91f5542995d831812d1,0.000000,0.693757,0.458340,0.906250,0.662507,0.662507
5a77caac5542992a6e59dfce,0.000000,0.485573,0.445078,0.420159,0.493152,0.448912
5a77d1ae5542997042120b48,0.000000,0.000000,0.000000,0.000000,0.000000,0.291961
5a77d2c655429949eeb29f6e,0.519091,0.637841,0.358681,0.327507,0.637841,0.419091
5a77d4b455429949eeb29f73,0.000000,0.968750,0.399729,0.487057,0.000000,0.875000
5a77d4b855429967ab1052c9,0.399235,0.442985,0.217797,0.305485,0.174235,0.129413
5a77da905542995d8318130d,0.253203,0.000000,0.000000,0.000000,0.000000,0.000000
5a77dbdd55429949eeb29f83,0.000000,0.706750,0.675500,0.906250,0.613000,0.307576
5a77e95e55429967ab1052e3,0.000000,0.000000,0.000000,0.831250,0.000000,0.000000
5a77f5db55429949eeb29fc3,0.850000,0.968750,0.837500,0.445757,0.875000,0.937500
5a78a6e6554299078472770f,0.000000,0.000000,0.937500,0.526525,0.339062,0.000000
5a78aa50554299078472771e,0.365111,0.316455,0.350150,0.344426,0.392815,0.195002
5a78abff5542990784727726,0.000000,0.434004,0.381807,0.884821,0.435417,0.968750
5a78b3d8554299148911f94b,0.000000,0.479514,0.416187,0.407511,0.411340,0.893750
5a78b59d554299148911f958,0.378752,0.510380,0.478534,0.430787,0.000000,0.303252
5a78b876554299148911f96b,0.000000,0.502553,0.469318,0.440053,0.876250,0.406818
5a78b947554299148911f970,0.000000,0.968750,0.937500,0.906250,0.412895,0.650000
5a78cc0d55429974737f789b,0.000000,0.556872,0.000000,0.451626,0.463122,0.207342
5a78cd5555429974737f78a1,0.430368,0.543847,0.512597,0.937500,0.906250,0.512252
5a78d04255429970f5fffd8f,0.000000,0.000000,0.000000,0.437030,0.415951,0.283647
5a78d7a955429970f5fffda1,0.000000,0.479523,0.000000,0.000000,0.000000,0.750000
5a78da0355429970f5fffda9,0.000000,0.425418,0.862500,0.436918,0.000000,0.893750
5a78da1655429970f5fffdab,0.000000,0.000000,0.517493,0.479606,0.448356,0.323356
5a78dddf55429974737f78e2,0.000000,0.000000,0.000000,0.482070,0.450820,0.226250
5a78e384554299029c4b5ec8,0.000000,0.484834,0.000000,0.423433,0.397052,0.326855
5a78e3cc55429974737f78f2,0.000000,0.000000,0.383331,0.000000,0.875000,0.325000
5a78e492554299029c4b5ecc,0.000000,0.424074,0.506370,0.451886,0.408158,0.185335
5a78e621554299029c4b5ed1,0.000000,0.314113,0.382629,0.000000,0.000000,0.093758
5a78eea655429970f5fffde1,0.000000,0.733750,0.702500,0.671250,0.906250,0.474215
5a78f39a55429970f5fffdef,0.000000,0.968750,0.000000,0.906250,0.000000,0.277693
5a78f9d455429970f5fffe04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a78fb57554299148911f9c5,0.266653,0.310190,0.380794,0.347637,0.225693,0.221108
5a7906f55542990784727792,0.000000,0.000000,0.579360,0.548110,0.875000,0.531468
5a7909b05542990784727796,0.000000,0.000000,0.000000,0.000000,0.000000,0.321649
5a790f3d55429907847277a0,0.375722,0.658515,0.616830,0.585580,0.554330,0.421960
5a7911c5554299029c4b5ef6,0.373795,0.527350,0.496100,0.465718,0.434110,0.573756
5a79121b55429970f5fffe4b,0.000000,0.000000,0.472045,0.440795,0.430217,0.750000
5a79124555429974737f7969,0.000000,0.000000,0.000000,0.906250,0.000000,0.000000
5a7917d955429974737f7982,0.000000,0.000000,0.000000,0.468208,0.000000,0.414914
5a79229155429907847277ca,0.000000,0.000000,0.000000,0.806250,0.875000,0.000000
5a79285655429974737f79ae,0.285931,0.410631,0.304606,0.330359,0.311089,0.191881
5a792d77554299029c4b5f1c,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a792dd7554299148911fa1f,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5a793f235542994bb9456fd0,0.000000,0.553634,0.468835,0.876250,0.875000,0.279458
5a7949415542994bb9456fdb,0.000000,0.527088,0.410639,0.495838,0.968750,0.483349
